559.031,322.703,-102.807,-0.199741,0.955876,0.214698
-90.0798,146.567,613.383,0.594696,0.761939,-0.251745
668.053,259.714,51.7783,0.420994,0.71703,0.553435
723.475,195.204,712.152,-0.215865,0.941981,0.256173
605.724,0.960481,1247.25,0.118981,0.989747,0.0767913
161.858,28.9453,215.306,-0.317595,0.948045,-0.0101218
322.643,-1.86464,1150.82,0.0415592,0.996749,0.063127
1191.37,1.54926,-634.81,0.138378,0.973438,0.182396
687.926,73.1579,869.631,-0.322067,0.774577,0.5434
700.377,246.453,-107.046,0.681671,0.642211,-0.342726
-168.201,4.02224,168.824,0.177023,0.978143,-0.0973346
101.07,57.3067,1064.4,0.110655,0.97525,0.191361
-149.654,4.5192,208.423,0.00256815,0.998708,0.0448732
507.232,-2.25826,1160.04,-0.293306,0.955194,-0.0185365
9.26605,0.0976536,-387.164,0.684532,0.716809,0.126302
-550.868,299.351,-359.059,0.336715,0.866797,-0.367086
216.977,123.313,-51.6387,-0.576473,0.815564,0.0499748
-317.461,64.9124,-817.408,-0.534511,0.717016,0.434829
-458.493,199.524,-219.456,0.387225,0.463908,0.790881
768.943,138.722,824.907,0.095155,0.836417,0.538442
-116.224,12.5192,333.645,0.282928,0.724779,-0.614137
-332.856,40.7645,-810.914,-0.579521,0.512187,0.628997
614.265,113.899,331.274,-0.0668879,0.90251,0.425028
-668.392,231.013,122.16,-0.1437,0.989455,0.00212165
-177.271,7.70411,-195.914,0.23876,0.969788,0.0490066
921.197,48.9464,940.01,0.297693,0.934843,0.19331
-436.123,142.623,-563.286,0.165187,0.762548,-0.625329
-331.418,191.127,476.533,-0.208817,0.962682,0.166883
-601.314,193.091,-110.403,-0.133684,0.801201,0.582861
467.599,-1.19866,960.025,-0.144462,0.967194,0.208627
-350.824,188.31,494.98,-0.165172,0.888968,-0.426626
171.224,40.5347,157.4,-0.592132,0.795607,0.12367
420.574,135.419,413.918,-0.253951,0.966639,-0.00908946
-493.385,96.8144,783.146,-0.186028,0.97593,0.113453
237.977,142.626,-46.2792,-0.769225,0.634912,-0.0246301
147.903,2.16995,-548.663,-0.0438652,0.987111,0.153024
597.827,1.68693,1244.94,0.0300769,0.997957,0.0487389
281.465,24.9206,484.526,-0.227872,0.944112,0.236909
-410.934,115.019,785.836,-0.481734,0.767967,0.421595
-331.254,200.531,510.415,-0.196875,0.947361,-0.25085
659.087,307.926,-45.4408,0.236235,0.969091,0.0120112
412.134,108.369,-662.193,-0.00271403,0.838719,0.544124
587.199,80.4957,764.531,-0.186572,0.671604,0.691106
279.538,80.2361,-675.754,-0.340914,0.758755,0.554704
60.3131,11.2907,-168.781,-0.241087,0.882553,-0.403584
79.3423,11.6773,125.908,-0.231716,0.965761,0.115992
350.262,4.38377,-527.006,0.0875968,0.992871,0.0744816
-682.929,226.865,105.62,-0.276592,0.958279,-0.0676213
283.724,13.7357,545.53,-0.369334,0.924747,-0.075023
41.3801,164.99,-794.552,-0.115495,0.824625,0.55325
379.052,110.702,424.595,-0.656311,0.736975,0.158478
904.414,125.175,765.279,0.580158,0.808386,0.0984905
1179.25,123.217,-774.368,0.569417,0.809313,-0.139982
-460.233,177.307,314.382,0.362824,0.927689,0.0854493
-354.574,59.0072,1007.47,-0.3021,0.881109,0.362846
-364.229,214.515,-1021.08,-0.348798,0.836066,0.422732
-259.706,182.367,764.447,-0.219339,0.973655,0.0615458
-92.9406,6.80184,-718.391,-0.0040015,0.945467,0.325114
-411.667,168.806,133.528,0.524508,0.791206,-0.311056
-314.932,151.678,810.27,-0.416275,0.823274,0.385829
-221.818,241.371,-1219.48,-0.782752,0.439447,-0.437919
-580.913,149.202,494.379,-0.252996,0.869694,0.422183
-270.729,22.0388,1111.17,-0.116525,0.920799,0.372076
260.39,145.144,53.094,-0.576392,0.796755,-0.169215
655.825,45.0852,891.109,-0.265898,0.845686,0.462418
405.132,194.87,-304.643,-0.179827,0.784055,-0.593093
828.645,2.77563,1208.27,0.0919658,0.992369,-0.0811375
552.696,14.524,891.065,-0.309812,0.949489,0.0472925
-574.754,0.994136,-918.536,-0.0577707,0.94912,0.308548
260.993,132.414,-209.668,-0.527257,0.730026,-0.433606
877.828,126.69,-683.039,0.489927,0.826437,0.276344
-285.94,86.9816,-200.647,0.319658,0.866532,0.380267
-98.9084,139.374,525.189,0.660912,0.728004,-0.180658
-67.4112,127.047,591.015,0.567105,0.822115,0.0442398
-118.392,3.10428,269.067,0.210345,0.974095,-0.0829448
697.185,252.076,-819.766,0.541091,0.425437,0.719947
-451.115,164.887,-990.337,-0.445834,0.812206,0.375683
34.6407,1.67172,-626.128,-0.210477,0.968111,-0.134599
-279.23,58.8817,1027.37,0.00406518,0.948426,0.316733
212.562,16.4151,1065.02,0.277082,0.929458,-0.242223
-266.538,162.233,346.032,0.543043,0.808209,-0.225807
7.55641,131.435,805.376,0.315027,0.909615,-0.268635
776.72,110.275,489.557,0.295891,0.687081,-0.661968
-201.645,177.062,446.519,0.482075,0.85404,-0.191955
795.387,92.0278,-632.608,0.23402,0.64321,0.727777
-461.936,6.61809,-1221.63,-0.115588,0.993253,0.00597817
-101.771,11.9907,-729.202,0.176623,0.695767,0.689818
-677.972,269.296,-349.409,-0.552649,0.82974,-0.073645
674.157,242.294,88.0786,0.396946,0.828958,0.392591
-488.16,302.788,-314.017,0.152806,0.798527,0.582156
-312.251,55.0931,-65.4319,0.60559,0.607507,0.508538
-369.118,129.358,113.822,0.613431,0.775672,-0.140027
-410.012,20.982,-1247.15,-0.599164,0.760576,0.240844
-434.389,73.6705,924.062,-0.213405,0.934308,0.279102
-198.222,4.70939,127.786,0.201762,0.97839,-0.0451554
207.482,16.2174,1060.21,0.243681,0.914892,-0.320956
-449.504,205.664,-484.113,0.205984,0.696789,-0.685749
796.473,92.538,902.352,0.231258,0.85212,0.469315
-390.33,115.281,-142.065,0.310696,0.885797,0.344036
-226.896,24.8452,1115.06,-0.0858547,0.954756,0.281739
1001.43,149.226,-762.099,0.0325042,0.996854,0.0431654
382.816,115.098,395.571,-0.605082,0.793232,0.0677475
77.5373,0.0276866,572.959,0.226581,0.958623,-0.172203
-86.8726,42.5195,1157.19,-0.206059,0.83089,0.516304
-73.2512,127.6,566.415,0.621954,0.763028,-0.173829
-351.591,186.789,459.129,-0.259619,0.956882,0.126599
-261.668,12.6731,1143.98,-0.15109,0.955035,0.254706
-536.953,128.505,531.695,-0.29672,0.844027,0.446666
-451.392,205.653,-484.922,0.269994,0.70006,-0.660285
297.099,11.0783,580.974,-0.304548,0.879228,0.36493
-143.563,16.4366,1245.86,-0.00488579,0.925782,0.377587
74.5416,8.38892,612.807,0.268145,0.959487,-0.0858638
311.522,220.359,-91.7772,-0.691656,0.669538,-0.270737
-376.29,144.901,724.336,-0.346925,0.924848,0.155513
-555.855,187.983,43.4577,0.31655,0.85235,-0.415803
769.001,210.865,-747.206,0.133095,0.509225,0.846674
-356.559,64.628,985.276,-0.438294,0.875069,0.204777
-479.352,210.023,-212.553,0.328057,0.812112,0.42693
-410.05,160.284,-520.861,0.706715,0.672877,-0.212846
-288.781,64.3181,1009.94,-0.168155,0.910722,0.377031
-699.75,222.527,97.1277,0.0568351,0.983115,-0.173777
-50.3558,23.2241,-484.625,-0.202598,0.794604,-0.571562
481.926,1.55595,1041.57,-0.210249,0.963742,0.161879
148.944,1.46221,667.767,0.114311,0.988542,0.0978453
-470.497,133.28,-962.973,-0.615737,0.698908,0.360462
-226.365,170.001,389.103,0.38461,0.749524,-0.533778
574.996,292.636,-175.285,0.0536228,0.857091,-0.510797
861.427,2.75478,1220.61,0.222,0.95552,0.191467
936.525,36.7739,984.87,0.283482,0.937705,0.200649
27.3051,106.827,956.645,0.506267,0.830158,0.233366
559.128,259.26,41.9302,0.563598,0.809785,-0.161436
-166.629,29.1346,1139.26,-0.284544,0.895287,0.342665
-357.06,82.1627,5.53242,0.354052,0.881526,-0.31189
73.6638,71.6559,981.395,0.417472,0.864425,-0.280028
-557.179,88.4279,-652.622,0.276889,0.773668,-0.566494
875.419,103.979,860.371,0.230065,0.949582,0.212426
569.334,71.744,754.069,-0.63615,0.733882,0.228792
-76.2141,3.73013,-289.246,0.245561,0.950773,0.188498
-588.759,213.884,74.0907,0.119259,0.884452,-0.450726
98.0481,58.935,1058.72,0.137875,0.964905,0.223404
-648.427,167.624,-546.335,0.17784,0.864378,-0.469542
140.449,31.4908,135.383,-0.328569,0.942275,0.0573503
-226.662,7.56917,1180.99,-0.0990447,0.986691,0.124657
661.164,198.471,705.585,-0.222486,0.881364,0.416007
-94.3509,154.912,634.879,0.615215,0.780573,-0.109634
329.056,161.404,-292.083,-0.649823,0.62758,-0.41388
-224.498,159.098,892.376,-0.327517,0.943026,0.0541493
-132.171,85.6231,1079.71,-0.323422,0.815615,0.479697
-231.428,141.011,-858.654,-0.420528,0.818329,0.391677
133.716,47.0551,1066.11,0.514051,0.855101,0.0625295
-20.9682,21.0202,-698.889,-0.0627982,0.749354,0.658411
-338.58,160.794,-954.256,0.0011574,0.839777,0.542284
471.327,169.044,-698.874,0.125805,0.385963,0.910415
-604.282,187.386,-1.65659,0.47143,0.876485,0.0950615
-266.874,126.107,-342.008,0.502756,0.860883,0.0766582
-440.76,147.344,-120.51,0.524599,0.842964,0.0543208
158.617,158.77,-776.861,-0.065767,0.757278,0.649344
140.197,49.8267,87.8979,-0.524223,0.84169,0.123161
-99.938,195.393,856.658,-0.19606,0.93663,-0.289775
-670.098,223.729,87.0468,-0.0855063,0.953035,-0.289008
-408.171,39.9194,-844.564,-0.142425,0.515888,0.83901
551.523,0.399584,1160,-0.0132154,0.993649,0.111289
689.83,94.1611,438.995,0.407365,0.884575,-0.22587
-333.052,82.2438,966.852,-0.416911,0.810791,0.410819
285.362,68.9831,-657.536,-0.402602,0.759135,0.504934
631.969,270.958,19.9987,-0.268636,0.927332,0.260296
906.224,143.69,-713.569,0.278895,0.702922,0.653359
-535.659,171.422,-32.2213,0.326846,0.928879,-0.172741
352.052,27.426,580.852,-0.145699,0.936659,0.31766
746.13,150.996,223.759,0.598135,0.777149,0.195095
-35.597,113.888,652.371,0.738541,0.642583,0.19892
-317.093,164.409,-316.598,0.163573,0.763299,0.622906
-274.686,138.738,-450.999,0.431125,0.900168,-0.0609582
-489.843,16.791,-681.225,0.0894228,0.730527,-0.675379
95.5587,41.7897,-95.5186,-0.502088,0.855797,0.122454
667.502,136.215,-647.213,0.294418,0.747866,0.593247
173.504,5.85572,-485.553,-0.170644,0.981608,0.0842474
-208.805,100.294,-435.872,0.518307,0.847973,-0.10995
690.969,187.65,-713.53,0.0271737,0.782396,0.622062
89.5013,35.896,-66.2532,-0.550212,0.831668,0.0290792
684.546,213.772,-191.397,0.740099,0.653605,-0.152085
110.193,10.4291,231.835,-0.041038,0.998765,-0.0216955
-392.658,49.333,-850.751,-0.0101596,0.496978,0.864141
873.623,152.72,756.459,0.394181,0.682423,0.603441
-436.163,251.618,-399.298,0.674901,0.693269,-0.249985
602.975,212.126,-726.262,-0.0387479,0.342191,0.938021
72.1002,95.0148,908.359,0.34529,0.887274,0.303172
1069.22,138.361,-787.466,0.0553908,0.985125,-0.161873
